"pipe_thr"	0	0	1	64	2	1	1	1	1000000	334	299	331	324	319	328	328	292	322	302	317.9	14.7982731725323
"pipe_thr"	0	1	1	64	2	1	1	1	1000000	314	314	321	313	313	314	303	303	314	305	311.4	5.83476172987762
"pipe_thr"	0	6	1	64	2	1	1	1	1000000	317	319	322	322	290	300	276	324	298	307	307.5	16.1949923673269
"pipe_thr"	0	12	1	64	2	1	1	1	1000000	337	339	342	343	371	340	339	380	346	342	347.9	14.9104735747133
"pipe_thr"	0	18	1	64	2	1	1	1	1000000	273	268	257	277	247	256	259	259	256	254	260.6	9.22797678559908
"pipe_thr"	0	0	1	4096	2	1	1	1	1000000	8835	8247	8800	8565	8346	10139	10205	10158	9445	10380	9312	847.903951583616
"pipe_thr"	0	1	1	4096	2	1	1	1	1000000	5727	5679	5804	5710	5726	5392	5302	5247	5309	5209	5510.5	237.135334074588
"pipe_thr"	0	6	1	4096	2	1	1	1	1000000	5385	5275	5301	5312	5376	5353	5280	5289	5344	5355	5327	40.5133722779693
"pipe_thr"	0	12	1	4096	2	1	1	1	1000000	5047	5070	5122	5103	5123	5120	5119	5134	5109	5051	5099.8	31.849646779831
"pipe_thr"	0	18	1	4096	2	1	1	1	1000000	4706	4707	4699	4656	4706	4703	4719	4642	4643	4699	4688	29.0631496343164
"pipe_thr"	0	0	1	65536	2	1	1	1	100000	11151	11137	11273	11137	11199	11216	11013	10962	10958	10997	11104.3	113.395130210938
"pipe_thr"	0	1	1	65536	2	1	1	1	100000	7758	7789	7789	7772	7742	7739	7287	6555	6654	6712	7379.7	532.667094284351
"pipe_thr"	0	6	1	65536	2	1	1	1	100000	6840	6818	6840	6796	6912	6905	6791	6801	6834	6892	6842.9	45.2240103386587
"pipe_thr"	0	12	1	65536	2	1	1	1	100000	6396	6398	6317	6374	6416	6447	6492	6424	6363	6430	6405.7	48.3437919718988
"pipe_thr"	0	18	1	65536	2	1	1	1	100000	5858	5858	5924	5921	5886	5887	5877	5923	5907	5932	5897.3	27.8250486672231
